60000, 110
60001, 49
60002, 184
60003, 112
60004, 75
60005, 184
60006, 107
60007, 72
60008, 178
60009, 83
60010, 34
60011, 9
60012, 96
60013, 54
60014, 19
60015, 127
60016, 34
60017, 184
60018, 183
60019, 57
60020, 127
60021, 37
60022, 12
60023, 4
60024, 5
60025, 105
60026, 90
60027, 157
60028, 95
60029, 36
60030, 83
60031, 9
60032, 95
60033, 99
60034, 186
60035, 47
60036, 131
60037, 61
60038, 51
60039, 112
60040, 136
60041, 42
60042, 61
60043, 139
60044, 25
60045, 19
60046, 138
60047, 175
60048, 68
60049, 138
60050, 12
60051, 158
60052, 178
60053, 76
60054, 50
60055, 95
60056, 66
60057, 36
60058, 95
60059, 25
60060, 101
60061, 47
60062, 158
60063, 136
60064, 169
60065, 49
60066, 166
60067, 157
60068, 75
60069, 42
60070, 184
60071, 162
60072, 84
60073, 185
60074, 36
60075, 62
60076, 61
60077, 158
60078, 157
60079, 36
60080, 19
60081, 166
60082, 15
60083, 186
60084, 49
60085, 186
60086, 90
60087, 62
60088, 57
60089, 37
60090, 115
60091, 47
60092, 42
60093, 179
60094, 175
60095, 183
60096, 12
60097, 37
60098, 138
60099, 135
60100, 16
60101, 34
60102, 138
60103, 183
60104, 19
60105, 184
60106, 34
60107, 112
60108, 135
60109, 75
60110, 179
60111, 66
60112, 131
60113, 121
60114, 121
60115, 107
60116, 34
60117, 107
60118, 112
60119, 37
60120, 49
60121, 15
60122, 76
60123, 4
60124, 54
60125, 179
60126, 37
60127, 183
60128, 135
60129, 170
60130, 90
60131, 83
60132, 61
60133, 183
60134, 112
60135, 5
60136, 121
60137, 135
60138, 25
60139, 183
60140, 169
60141, 42
60142, 17
60143, 7
60144, 7
60145, 115
60146, 115
60147, 72
60148, 184
60149, 109
60150, 36
60151, 17
60152, 68
60153, 169
60154, 172
60155, 112
60156, 36
60157, 107
60158, 96
60159, 75
60160, 184
60161, 75
60162, 34
60163, 172
60164, 95
60165, 151
60166, 186
60167, 95
60168, 90
60169, 68
60170, 178
60171, 166
60172, 109
60173, 5
60174, 51
60175, 47
60176, 96
60177, 187
60178, 12
60179, 72
60180, 127
60181, 115
60182, 127
60183, 4
60184, 36
60185, 19
60186, 157
60187, 115
60188, 54
60189, 5
60190, 16
60191, 12
60192, 47
60193, 15
60194, 112
60195, 166
60196, 72
60197, 179
60198, 75
60199, 36
60200, 47
60201, 162
60202, 172
60203, 25
60204, 184
60205, 90
60206, 95
60207, 76
60208, 61
60209, 131
60210, 76
60211, 9
60212, 15
60213, 178
60214, 169
60215, 37
60216, 166
60217, 12
60218, 157
60219, 187
60220, 51
60221, 50
60222, 112
60223, 186
60224, 76
60225, 19
60226, 169
60227, 66
60228, 54
60229, 101
60230, 169
60231, 72
60232, 5
60233, 136
60234, 84
60235, 75
60236, 158
60237, 25
60238, 54
60239, 184
60240, 112
60241, 4
60242, 75
60243, 127
60244, 72
60245, 136
60246, 157
60247, 105
60248, 66
60249, 25
60250, 112
60251, 96
60252, 109
60253, 17
60254, 136
60255, 7
60256, 16
60257, 131
60258, 99
60259, 62
60260, 151
60261, 4
60262, 76
60263, 90
60264, 61
60265, 7
60266, 121
60267, 19
60268, 83
60269, 19
60270, 187
60271, 115
60272, 96
60273, 169
60274, 5
60275, 54
60276, 175
60277, 110
60278, 37
60279, 151
60280, 9
60281, 54
60282, 4
60283, 5
60284, 12
60285, 105
60286, 96
60287, 16
60288, 47
60289, 12
60290, 110
60291, 42
60292, 105
60293, 162
60294, 172
60295, 5
60296, 17
60297, 66
60298, 90
60299, 49
60300, 19
60301, 4
60302, 135
60303, 136
60304, 5
60305, 157
60306, 90
60307, 12
60308, 36
60309, 4
60310, 115
60311, 4
60312, 178
60313, 136
60314, 101
60315, 184
60316, 75
60317, 54
60318, 34
60319, 138
60320, 72
60321, 169
60322, 112
60323, 166
60324, 7
60325, 158
60326, 25
60327, 170
60328, 136
60329, 185
60330, 179
60331, 75
60332, 179
60333, 19
60334, 185
60335, 178
60336, 170
60337, 51
60338, 172
60339, 54
60340, 12
60341, 95
60342, 72
60343, 105
60344, 157
60345, 42
60346, 107
60347, 51
60348, 25
60349, 135
60350, 16
60351, 166
60352, 187
60353, 47
60354, 34
60355, 107
60356, 109
60357, 50
60358, 84
60359, 185
60360, 66
60361, 172
60362, 185
60363, 36
60364, 16
60365, 42
60366, 185
60367, 166
60368, 121
60369, 175
60370, 15
60371, 17
60372, 96
60373, 162
60374, 101
60375, 34
60376, 66
60377, 166
60378, 110
60379, 15
60380, 112
60381, 51
60382, 9
60383, 166
60384, 162
60385, 151
60386, 158
60387, 131
60388, 127
60389, 4
60390, 16
60391, 127
60392, 19
60393, 12
60394, 37
60395, 105
60396, 187
60397, 185
60398, 166
60399, 186
60400, 187
60401, 90
60402, 178
60403, 169
60404, 62
60405, 76
60406, 99
60407, 166
60408, 54
60409, 34
60410, 179
60411, 184
60412, 15
60413, 169
60414, 101
60415, 5
